name,gender,organization,date,location,type_of_death,attack,role,region,year
George Vigo,Male,Union of Catholic Asian News,"June 19, 2006",Philippines,Murder,Killed,Journalist,All other countries,2006.0
Georges Wolinski,Male,Charlie Hebdo,"January 7, 2015",France,Murder,Killed,Journalist,All other countries,2015.0
Georgy Chanya,Male,Resonants,"May 26, 1998",Georgia,Crossfire,Killed,Journalist,All other countries,1998.0
Georgy Gongadze,Male,Ukrainska Pravda,"September 16, 2000",Ukraine,Murder,Killed,Journalist,All other countries,2000.0
Georgy Sanaya,Male,Rustavi-2,"July 26, 2001",Georgia,Murder,Killed,Journalist,All other countries,2001.0
Gerald Fischman,Male,Capital Gazette,"June 28, 2018",USA,Murder,Killed,Journalist,All other countries,2018.0
Gerardo Antonio Moreno Aranda,Male,Breitbart News,"October 4, 2021",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2021.0
Gerardo Bedoya Borrero,Male,El País,"March 20, 1997",Colombia,Murder,Killed,Journalist,All other countries,1997.0
Gerardo Ceferino Servían,Male,Ciudad Nueva FM,"March 5, 2015",Brazil,Murder,Killed,Journalist,All other countries,2015.0
Gerardo Delgado Olmedo,Male,Ola Manta TV,"August 10, 2022",Ecuador,Motive Unconfirmed,Killed,Journalist,All other countries,2022.0
Gerardo Ortega,Male,DWAR,"January 24, 2011",Philippines,Murder,Killed,Journalist,All other countries,2011.0
Germain Cyrille Ngota Ngota,Male,Cameroon Express,"April 22, 2010",Cameroon,Dangerous Assignment,Killed,Journalist,All other countries,2010.0
Germain Kennedy Mumbere Muliwavyo,Male,Radio Télévision Muungano,"February 16, 2014",Democratic Republic of the Congo,Crossfire,Killed,Journalist,All other countries,2014.0
German Vallecillo Jr.,Male,Canal 45TV,"July 1, 2020",Honduras,Murder,Killed,Journalist,All other countries,2020.0
Ghaith Abd al-Jawad,Male,Qaboun Media Center,"March 10, 2013",Syria,Crossfire,Killed,Journalist,Middle East,2013.0
Gharib Mohamed Salih,Male,Kurdistan TV,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,Middle East,2004.0
Ghazi Rasooli,Male,1TV,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,All other countries,2018.0
Ghulam Muhammad Lone,Male,Freelancer,"August 29, 1994",India,Murder,Killed,Journalist,All other countries,1994.0
Ghulam Rasool,Male,Online International News Network,"August 28, 2014",Pakistan,Murder,Killed,Journalist,All other countries,2014.0
Ghulam Rasool Birhamani,Male,Daily Sindhu Hyderabad,"May 9 or 10, 2010",Pakistan,Murder,Killed,Journalist,All other countries,2010.0
Ghulam Rasool Sheikh,Male,Rehnuma-e-Kashmir and Saffron Times,"April 10, 1996",India,Murder,Killed,Journalist,All other countries,1996.0
Gilbert Munana,Male,Le Flambeau,"April 8, 1994",Rwanda,Murder,Killed,Journalist,All other countries,1994.0
Gilles Jacquier,Male,France 2,"January 11, 2012",Syria,Dangerous Assignment,Killed,Journalist,Middle East,2012.0
Givanildo Oliveira,Male,Pirambu News,"February 7, 2022",Brazil,Murder,Killed,Journalist,All other countries,2022.0
Gleydson Carvalho,Male,Radio Liberdade FM 90.3,"August 6, 2015",Brazil,Murder,Killed,Journalist,All other countries,2015.0
Godwin Agbroko,Male,ThisDay,"December 22, 2006",Nigeria,Motive Unconfirmed,Killed,Journalist,All other countries,2006.0
Golam Rabbani Nadim,Male,Unknown,"June 14, 2023",Bangladesh,Murder,Killed,Journalist,All other countries,2023.0
Gratien Karambizi,Male,Imbaga,"April 9, 1994",Rwanda,Murder,Killed,Journalist,All other countries,1994.0
Greg Hapalla,Male,DXAS,"September 21, 1992",Philippines,Murder,Killed,Journalist,All other countries,1992.0
Gregorio Jiménez de la Cruz,Male,Notisur and Liberal del Sur,"Between February 5 and 11, 2014",Mexico,Murder,Killed,Journalist,All other countries,2014.0
Gregorio Rodríguez Hernández,Male,El Debate,"November 28, 2004",Mexico,Murder,Killed,Journalist,All other countries,2004.0
Grigol Chikhladze,Male,Caucasus Images,"August 10, 2008",Georgia,Crossfire,Killed,Journalist,All other countries,2008.0
Guido Puletti,Male,Freelancer,"May 29, 1993",Bosnia,Crossfire,Killed,Journalist,All other countries,1993.0
Guillaume Barreau-Decherf,Male,Freelancer,"November 13, 2015",France,Dangerous Assignment,Killed,Journalist,All other countries,2015.0
Guillermo Bravo Vega,Male,Alpevisión Radio,"April 28, 2003",Colombia,Murder,Killed,Journalist,All other countries,2003.0
Guillermo Quiroz Delgado,Male,Freelancer,"November 27, 2012",Colombia,Dangerous Assignment,Killed,Journalist,All other countries,2012.0
Gundars Matiss,Male,Kurzeme Vards,"November 28, 2001",Latvia,Murder,Killed,Journalist,All other countries,2001.0
Güngör Arslan,Male,Ses Kocaeli,"February 19, 2022",Turkey,Murder,Killed,Journalist,Middle East,2022.0
Gustavo Rafael Ruiz Cantillo,Male,Radio Galeón,"November 15, 2000",Colombia,Murder,Killed,Journalist,All other countries,2000.0
Gustavo Rojas Gabalo,Male,Radio Panzenú,"March 20, 2006",Colombia,Murder,Killed,Journalist,All other countries,2006.0
Gustavo Sánchez Cabrera,Male,"Panorama Pacífico,Noticias Minuto a Minuto","June 17, 2021",Mexico,Murder,Killed,Journalist,All other countries,2021.0
Guzmán Quintero Torres,Male,El Pilón,"September 16, 1999",Colombia,Murder,Killed,Journalist,All other countries,1999.0
Gyanendra Khadka,Male,Rastriya Samachar Samiti,"September 7, 2003",Nepal,Murder,Killed,Journalist,All other countries,2003.0
Habibollah Hosseinzadeh,Male,Press TV,"May 31, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2017.0
Hadi al-Mahdi,Male,Freelancer,"September 8, 2011",Iraq,Murder,Killed,Journalist,Middle East,2011.0
Hafiz Akdemir,Male,Ozgur Gundem,"June 8, 1992",Turkey,Murder,Killed,Journalist,Middle East,1992.0
Haidar al-Hussein,Male,Al-Sharq,"May 22, 2008",Iraq,Murder,Killed,Journalist,Middle East,2008.0
Haidar Hashim Suhail,Male,Al-Baghdadia TV,"March 10, 2009",Iraq,Crossfire,Killed,Journalist,Middle East,2009.0
Halit Gungen,Male,2000'e Dogru,"February 9, 1992",Turkey,Murder,Killed,Journalist,Middle East,1992.0
Hamid Abed Sarhan,Male,Freelancer,"June 26, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Hamid al-Duleimi,Male,Nahrain,"March 17, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Hamid Mahiout,Male,Liberté,"December 2, 1995",Algeria,Murder,Killed,Journalist,All other countries,1995.0
Hamoud al-Jnaid,Male,Radio Fresh,"November 23, 2018",Syria,Murder,Killed,Journalist,Middle East,2018.0
Hang Serei Odom,Male,Virakchun Khmer Daily,"September 11, 2012",Cambodia,Murder,Killed,Journalist,All other countries,2012.0
Hannibal Cachuela,Male,Punto News,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Hansi Krauss,Male,Associated Press,"July 12, 1993",Somalia,Murder,Killed,Journalist,All other countries,1993.0
Harb Hazzah al-Duleimi,Male,Hona Salaheddin,"July 7, 2017",Iraq,Crossfire,Killed,Journalist,Middle East,2017.0
Harry Burton,Male,Reuters Television,"November 19, 2001",Afghanistan,Murder,Killed,Journalist,All other countries,2001.0
Harry Yansaneh,Male,For Di People,"July 28, 2005",Sierra Leone,Murder,Killed,Journalist,All other countries,2005.0
Harunur Rashid,Male,Dainik Purbanchal,"March 2, 2002",Bangladesh,Murder,Killed,Journalist,All other countries,2002.0
Hashim al-Hamran,Male,Al-Masirah TV,"January 22, 2016",Yemen,Crossfire,Killed,Journalist,Middle East,2016.0
Hasibur Rahman Rubel,Male,"Kushtiar Khabar,CrimeVisionBD.com,Amader Notun Shomoy","July 3 - 7, 2022",Bangladesh,Motive Unconfirmed,Killed,Journalist,All other countries,2022.0
Hassan al-Anbaki,Male,Al-Sharqiya,"January 12, 2016",Iraq,Murder,Killed,Journalist,Middle East,2016.0
Hassan al-Wadhaf,Male,Arabic Media Agency,"September 24, 2011",Yemen,Dangerous Assignment,Killed,Journalist,Middle East,2011.0
Hassan Benaouda,Male,Algerian Television (ENTV),"March 12, 1994",Algeria,Murder,Killed,Journalist,All other countries,1994.0
Hassan Kafi Hared,Male,Somali National News Agency,"January 28, 2008",Somalia,Dangerous Assignment,Killed,Journalist,All other countries,2008.0
Hassan Mayow Hassan,Male,Radio Shabelle,"January 1, 2009",Somalia,Murder,Killed,Journalist,All other countries,2009.0
Hassan Osman Abdi,Male,Shabelle Media Network,"January 28, 2012",Somalia,Murder,Killed,Journalist,All other countries,2012.0
Hassan Yusuf Absuge,Male,Radio Maanta,"September 21, 2012",Somalia,Murder,Killed,Journalist,All other countries,2012.0
Hassan Zubeyr,Male,Al-Arabiya,"December 3, 2009",Somalia,Crossfire,Killed,Journalist,All other countries,2009.0
Hassouneh Salim,Male,Unknown,"November 18, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Hatem Abu Yehia,Male,Al-Ikhbariya,"August 10, 2012",Syria,Motive Unconfirmed,Killed,Journalist,Middle East,2012.0
Hawker Faisal Mohammed,Male,Hawar News Agency (ANHA),"October 13, 2017",Syria,Crossfire,Killed,Journalist,Middle East,2017.0
Hayatullah Khan,Male,Freelancer,"June 16, 2006",Pakistan,Murder,Killed,Journalist,All other countries,2006.0
Haymin Mohamed Salih,Male,Qulan TV,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,Middle East,2004.0
Heber López Vásquez,Male,"NoticiasWeb,RCP Noticias","February 10, 2022",Mexico,Murder,Killed,Journalist,All other countries,2022.0
Héctor González Antonio,Male,"Excélsior, Imagen, Todo Noticias","May 28 or May 29, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2018.0
Héctor Ramírez,Male,Noti7 and Radio Sonora,"July 24, 2003",Guatemala,Dangerous Assignment,Killed,Journalist,All other countries,2003.0
Héctor Sandoval,Male,RCN Televisión,"April 12, 2002",Colombia,Crossfire,Killed,Journalist,All other countries,2002.0
Henry Araneta,Male,DZRH,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Herliyanto,Male,Radar Surabaya and Jimber News Visioner,"April 29, 2006",Indonesia,Murder,Killed,Journalist,All other countries,2006.0
Hernando Rangel Moreno,Male,Freelancer,"April 11, 1999",Colombia,Murder,Killed,Journalist,All other countries,1999.0
Herson Hinolan,Male,Bombo Radyo,"November 13, 2004",Philippines,Murder,Killed,Journalist,All other countries,2004.0
Hiro Muramoto,Male,Reuters,"April 10, 2010",Thailand,Dangerous Assignment,Killed,Journalist,All other countries,2010.0
Hisham Alnwajha,Male,“Khabar” News Agency,"October 9, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Hisham Fares al-Adhami,Male,Freelancer,"October 4, 2019",Iraq,Dangerous Assignment,Killed,Journalist,Middle East,2019.0
Hosea Maina,Male,Reuters,"July 12, 1993",Somalia,Murder,Killed,Journalist,All other countries,1993.0
Hosein Naderi,Male,Afghan Voice Agency,"March 11, 2023",Afghanistan,Murder,Killed,Journalist,All other countries,2023.0
Hozan Abdel Halim Mahmoud,Male,Freelancer,"November 19, 2012",Syria,Crossfire,Killed,Journalist,Middle East,2012.0
Hrant Dink,Male,Agos,"January 19, 2007",Turkey,Murder,Killed,Journalist,Middle East,2007.0
Humam Najjar (Abu Yazan al-Halabi),Male,Aleppo Today,"April 16, 2015",Syria,Crossfire,Killed,Journalist,Middle East,2015.0
Humayun Kabir,Male,Janmabhumi,"June 24, 2004",Bangladesh,Murder,Killed,Journalist,All other countries,2004.0
Humberto Coronel,Male,Radio Amambay,"September 6, 2022",Paraguay,Motive Unconfirmed,Killed,Journalist,All other countries,2022.0
Humphrey Jupiter Nkonde,Male,Mission Press,"September 22--26, 2019",Zambia,Motive Unconfirmed,Killed,Journalist,All other countries,2019.0
Huseyin Deniz,Male,Ozgur Gundem,"August 9, 1992",Turkey,Murder,Killed,Journalist,Middle East,1992.0
Hussain Nazari,Male,Rah-E-Farda Radio and Television,"November 17, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,All other countries,2017.0
Hussam Salama,Male,Al-Aqsa,"November 20, 2012",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,Middle East,2012.0
Hussam Sarsam,Male,Kurdistan TV,"March 14, 2005",Iraq,Murder,Killed,Journalist,Middle East,2005.0
Hussein al-Zubaidi,Male,Al-Ahali,"January 28, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Hussein Ali,Male,Al-Shaabiya,"October 12, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Hussein Khattab,Male,TRT Arabic,"December 12, 2020",Syria,Murder,Killed,Journalist,Middle East,2020.0
Ian Subang,Male,Socsargen Today,"November 23, 2009",Philippines,Murder,Killed,Journalist,All other countries,2009.0
Ibrahim Abd al-Qader,Male,"Eye on the Homeland, Raqqa is Being Slaughtered Silently","October 30, 2015",Turkey,Murder,Killed,Journalist,Middle East,2015.0
Ibrahim al-Munjar,Male,Sy24,"May 17, 2018",Syria,Murder,Killed,Journalist,Middle East,2018.0
Ibrahim Goskel,Male,Freelancer,"July 10, 1993",Bosnia,Dangerous Assignment,Killed,Journalist,All other countries,1993.0
Ibrahim Mohammad Lafi,Male,Ain Media,"October 7, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Ibrahim Omar,Male,Al Jazeera,"July 11, 2016",Syria,Crossfire,Killed,Journalist,Middle East,2016.0
Ibrahim Samura,Male,New Age,"June 6, 2018",Sierra Leone,Motive Unconfirmed,Killed,Journalist,All other countries,2018.0
Ibrahim Seneid,Male,Al-Bashara,"June 13, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Igor Aleksandrov,Male,Tor,"July 7, 2001",Ukraine,Murder,Killed,Journalist,All other countries,2001.0
Igor Belozyorov,Male,Ostankino State Broadcasting Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,All other countries,1993.0
Igor Domnikov,Male,Novaya Gazeta,"July 16, 2000",Russia,Murder,Killed,Journalist,All other countries,2000.0
Igor Hrushetsky,Male,Freelancer,"May 10, 1996",Ukraine,Murder,Killed,Journalist,All other countries,1996.0
Igor Kornelyuk,Male,VGTRK,"June 17, 2014",Ukraine,Crossfire,Killed,Journalist,All other countries,2014.0
Ihab Mu'd,Male,Al-Sharqiya,"September 13, 2008",Iraq,Murder,Killed,Journalist,Middle East,2008.0
Ihor Hudenko,Male,Freelancer,"February 26, 2022",Ukraine,Dangerous Assignment,Killed,Journalist,All other countries,2022.0
Ihsan al-Buni,Male,Al-Thawra,"July 12, 2012",Syria,Murder,Killed,Journalist,Middle East,2012.0
Ikechukwu Onubogu,Male,Anambra Broadcasting Service (ABS),11/12-11/17/2017,Nigeria,Motive Unconfirmed,Killed,Journalist,All other countries,
Ilan Roeh,Male,Israel Radio,"February 28, 1999",Lebanon,Crossfire,Killed,Journalist,Middle East,1999.0
Iliyas Hossain,Male,Dainik Bijoy,"October 11, 2020",Bangladesh,Murder,Killed,Journalist,All other countries,2020.0
Imad Abu Zahra,Male,Freelancer,"July 12, 2002",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,Middle East,2002.0
Imran Shaikh,Male,Samaa TV,"January 10, 2013",Pakistan,Dangerous Assignment,Killed,Journalist,All other countries,2013.0
Indika Pathinivasan,Male,Maharaja Television Network,"December 18, 1999",Sri Lanka,Dangerous Assignment,Killed,Journalist,All other countries,1999.0
Irshad Mastoi,Male,"Online International News Network, ARY News","August 28, 2014",Pakistan,Murder,Killed,Journalist,All other countries,2014.0
Ishmael Jalloh,Male,Freelancer,"June 3, 1997",Sierra Leone,Crossfire,Killed,Journalist,All other countries,1997.0
Ismael Jaimes,Male,La Opinion,"May 6, 1992",Colombia,Murder,Killed,Journalist,All other countries,1992.0
Ismail Amin Ali,Male,Freelancer,"August 7, 2006",Iraq,Murder,Killed,Journalist,Middle East,2006.0
Israel Gonçalves Silva,Male,Rádio Itaenga FM,"November 10, 2015",Brazil,Murder,Killed,Journalist,All other countries,2015.0
Israel Vázquez Rangel,Male,El Salmantino,"November 9, 2020",Mexico,Murder,Killed,Journalist,All other countries,2020.0
Issam Abdallah,Male,Reuters,"October 13, 2023",Lebanon,Murder,Killed,Journalist,Middle East,2023.0
Issam Obeid,Male,Freelancer,"January 31, 2013",Syria,Crossfire,Killed,Journalist,Middle East,2013.0
Issam Tillawi,Male,Voice of Palestine,"September 22, 2002",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2002.0
Ítalo Eduardo Diniz Barros,Male,Blog Ítalo Diniz,"November 13, 2015",Brazil,Murder,Killed,Journalist,All other countries,2015.0
Ivan Darío Pelayo,Male,Llanorámica,"August 17, 1995",Colombia,Murder,Killed,Journalist,All other countries,1995.0
Ivan Safronov,Male,Kommersant,"March 2, 2007",Russia,Murder,Killed,Journalist,All other countries,2007.0
Ivo Pukanic,Male,Nacional,"October 23, 2008",Croatia,Murder,Killed,Journalist,All other countries,2008.0
Ivo Standeker,Male,Mladina,"June 17, 1992",Bosnia,Crossfire,Killed,Journalist,All other countries,1992.0
Izzet Kezer,Male,Sabah,"March 23, 1992",Turkey,Dangerous Assignment,Killed,Journalist,Middle East,1992.0
Jacinto Romero Flores,Male,Ori Stereo FM,"August 19, 2021",Mexico,Murder,Killed,Journalist,All other countries,2021.0
Jagadish Babu,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,All other countries,1997.0
Jagendra Singh,Male,Freelancer,"June 8, 2015",India,Murder,Killed,Journalist,All other countries,2015.0
Jaime Castaño Zacarías,Male,Prensa Libre MX,"December 9, 2020",Mexico,Motive Unconfirmed,Killed,Journalist,All other countries,2020.0
Jaime Garzón,Male,"Radionet, Caracol Noticias","August 13, 1999",Colombia,Murder,Killed,Journalist,All other countries,1999.0
Jaime Rengifo Revero,Male,Olímpica Radio,"April 29, 2003",Colombia,Murder,Killed,Journalist,All other countries,2003.0
Jairo Elías Márquez Gallego,Male,El Marqués,"November 20, 1997",Colombia,Murder,Killed,Journalist,All other countries,1997.0
Jairo Souza,Male,Rádio Pérola,"June 21, 2018",Brazil,Murder,Killed,Journalist,All other countries,2018.0
Jalaa al-Abadi,Male,Nineveh Reporters Network,"July 15, 2015",Iraq,Murder,Killed,Journalist,Middle East,2015.0
Jamal Abdul-Nasser Sami,Male,Salaheddin TV,"December 23, 2013",Iraq,Murder,Killed,Journalist,Middle East,2013.0
Jamal Al-Faqaawi,Male,Mithaq Media Foundation,"October 25, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,Middle East,2023.0
Jamal al-Sharaabi,Male,Al-Masdar,"March 18, 2011",Yemen,Dangerous Assignment,Killed,Journalist,Middle East,2011.0
Jamal al-Zubaidi,Male,As-Saffir and Al-Dustour,"February 24, 2007",Iraq,Murder,Killed,Journalist,Middle East,2007.0
Jamal Farah Adan,Male,Freelancer,"March 1, 2021",Somalia,Murder,Killed,Journalist,All other countries,2021.0
Jamal Khalifeh,Male,Freelancer,"April 1, 2015",Syria,Crossfire,Killed,Journalist,Middle East,2015.0
Jamal Khashoggi,Male,The Washington Post,"October 2, 2018",Saudi Arabia,Murder,Killed,Journalist,Middle East,2018.0
