name,gender,organization,date,location,type_of_death,attack,role,region,year
Hussain Nazari,Male,Rah-E-Farda Radio and Television,"November 17, 2017",Afghanistan,Dangerous Assignment,Killed,Journalist,,2017
Hussam Salama,Male,Al-Aqsa,"November 20, 2012",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2012
Hussam Sarsam,Male,Kurdistan TV,"March 14, 2005",Iraq,Murder,Killed,Journalist,,2005
Hussein al-Zubaidi,Male,Al-Ahali,"January 28, 2007",Iraq,Murder,Killed,Journalist,,2007
Hussein Ali,Male,Al-Shaabiya,"October 12, 2006",Iraq,Murder,Killed,Journalist,,2006
Hussein Khattab,Male,TRT Arabic,"December 12, 2020",Syria,Murder,Killed,Journalist,,2020
Ian Subang,Male,Socsargen Today,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Ibrahim Abd al-Qader,Male,"Eye on the Homeland, Raqqa is Being Slaughtered Silently","October 30, 2015",Turkey,Murder,Killed,Journalist,,2015
Ibrahim al-Munjar,Male,Sy24,"May 17, 2018",Syria,Murder,Killed,Journalist,,2018
Ibrahim Goskel,Male,Freelancer,"July 10, 1993",Bosnia,Dangerous Assignment,Killed,Journalist,,1993
Ibrahim Mohammad Lafi,Male,Ain Media,"October 7, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Ibrahim Omar,Male,Al Jazeera,"July 11, 2016",Syria,Crossfire,Killed,Journalist,,2016
Ibrahim Samura,Male,New Age,"June 6, 2018",Sierra Leone,Motive Unconfirmed,Killed,Journalist,,2018
Ibrahim Seneid,Male,Al-Bashara,"June 13, 2006",Iraq,Murder,Killed,Journalist,,2006
Igor Aleksandrov,Male,Tor,"July 7, 2001",Ukraine,Murder,Killed,Journalist,,2001
Igor Belozyorov,Male,Ostankino State Broadcasting Company,"October 3, 1993",Russia,Dangerous Assignment,Killed,Journalist,,1993
Igor Domnikov,Male,Novaya Gazeta,"July 16, 2000",Russia,Murder,Killed,Journalist,,2000
Igor Hrushetsky,Male,Freelancer,"May 10, 1996",Ukraine,Murder,Killed,Journalist,,1996
Igor Kornelyuk,Male,VGTRK,"June 17, 2014",Ukraine,Crossfire,Killed,Journalist,,2014
Ihab Mu'd,Male,Al-Sharqiya,"September 13, 2008",Iraq,Murder,Killed,Journalist,,2008
Ihor Hudenko,Male,Freelancer,"February 26, 2022",Ukraine,Dangerous Assignment,Killed,Journalist,,2022
Ihsan al-Buni,Male,Al-Thawra,"July 12, 2012",Syria,Murder,Killed,Journalist,,2012
Ikechukwu Onubogu,Male,Anambra Broadcasting Service (ABS),11/12-11/17/2017,Nigeria,Motive Unconfirmed,Killed,Journalist,,
Ilan Roeh,Male,Israel Radio,"February 28, 1999",Lebanon,Crossfire,Killed,Journalist,,1999
Iliyas Hossain,Male,Dainik Bijoy,"October 11, 2020",Bangladesh,Murder,Killed,Journalist,,2020
Imad Abu Zahra,Male,Freelancer,"July 12, 2002",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2002
Imran Shaikh,Male,Samaa TV,"January 10, 2013",Pakistan,Dangerous Assignment,Killed,Journalist,,2013
Indika Pathinivasan,Male,Maharaja Television Network,"December 18, 1999",Sri Lanka,Dangerous Assignment,Killed,Journalist,,1999
Irshad Mastoi,Male,"Online International News Network, ARY News","August 28, 2014",Pakistan,Murder,Killed,Journalist,,2014
Ishmael Jalloh,Male,Freelancer,"June 3, 1997",Sierra Leone,Crossfire,Killed,Journalist,,1997
Ismael Jaimes,Male,La Opinion,"May 6, 1992",Colombia,Murder,Killed,Journalist,,1992
Ismail Amin Ali,Male,Freelancer,"August 7, 2006",Iraq,Murder,Killed,Journalist,,2006
Israel Gonçalves Silva,Male,Rádio Itaenga FM,"November 10, 2015",Brazil,Murder,Killed,Journalist,,2015
Israel Vázquez Rangel,Male,El Salmantino,"November 9, 2020",Mexico,Murder,Killed,Journalist,,2020
Issam Abdallah,Male,Reuters,"October 13, 2023",Lebanon,Murder,Killed,Journalist,,2023
Issam Obeid,Male,Freelancer,"January 31, 2013",Syria,Crossfire,Killed,Journalist,,2013
Issam Tillawi,Male,Voice of Palestine,"September 22, 2002",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2002
Ítalo Eduardo Diniz Barros,Male,Blog Ítalo Diniz,"November 13, 2015",Brazil,Murder,Killed,Journalist,,2015
Ivan Darío Pelayo,Male,Llanorámica,"August 17, 1995",Colombia,Murder,Killed,Journalist,,1995
Ivan Safronov,Male,Kommersant,"March 2, 2007",Russia,Murder,Killed,Journalist,,2007
Ivo Pukanic,Male,Nacional,"October 23, 2008",Croatia,Murder,Killed,Journalist,,2008
Ivo Standeker,Male,Mladina,"June 17, 1992",Bosnia,Crossfire,Killed,Journalist,,1992
Izzet Kezer,Male,Sabah,"March 23, 1992",Turkey,Dangerous Assignment,Killed,Journalist,,1992
Jacinto Romero Flores,Male,Ori Stereo FM,"August 19, 2021",Mexico,Murder,Killed,Journalist,,2021
Jagadish Babu,Male,Eenadu Television (E-TV),"November 19, 1997",India,Dangerous Assignment,Killed,Journalist,,1997
Jagendra Singh,Male,Freelancer,"June 8, 2015",India,Murder,Killed,Journalist,,2015
Jaime Castaño Zacarías,Male,Prensa Libre MX,"December 9, 2020",Mexico,Motive Unconfirmed,Killed,Journalist,,2020
Jaime Garzón,Male,"Radionet, Caracol Noticias","August 13, 1999",Colombia,Murder,Killed,Journalist,,1999
Jaime Rengifo Revero,Male,Olímpica Radio,"April 29, 2003",Colombia,Murder,Killed,Journalist,,2003
Jairo Elías Márquez Gallego,Male,El Marqués,"November 20, 1997",Colombia,Murder,Killed,Journalist,,1997
Jairo Souza,Male,Rádio Pérola,"June 21, 2018",Brazil,Murder,Killed,Journalist,,2018
Jalaa al-Abadi,Male,Nineveh Reporters Network,"July 15, 2015",Iraq,Murder,Killed,Journalist,,2015
Jamal Abdul-Nasser Sami,Male,Salaheddin TV,"December 23, 2013",Iraq,Murder,Killed,Journalist,,2013
Jamal Al-Faqaawi,Male,Mithaq Media Foundation,"October 25, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Jamal al-Sharaabi,Male,Al-Masdar,"March 18, 2011",Yemen,Dangerous Assignment,Killed,Journalist,,2011
Jamal al-Zubaidi,Male,As-Saffir and Al-Dustour,"February 24, 2007",Iraq,Murder,Killed,Journalist,,2007
Jamal Farah Adan,Male,Freelancer,"March 1, 2021",Somalia,Murder,Killed,Journalist,,2021
Jamal Khalifeh,Male,Freelancer,"April 1, 2015",Syria,Crossfire,Killed,Journalist,,2015
Jamal Khashoggi,Male,The Washington Post,"October 2, 2018",Saudi Arabia,Murder,Killed,Journalist,,2018
Jamal Uddin,Male,Gramer Kagoj,"June 15, 2012",Bangladesh,Murder,Killed,Journalist,,2012
James Brolan,Male,CBS,"May 29, 2006",Iraq,Crossfire,Killed,Journalist,,2006
James Foley,Male,Freelancer,August 2014,Syria,Murder,Killed,Journalist,,
James Miller,Male,Freelancer,"May 2, 2003",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2003
James Ogogo,Male,Concord Times,"January 8, 1999",Sierra Leone,Murder,Killed,Journalist,,1999
James P. Hunter,Male,"Fort Campbell Courier, U.S. military publications","June 24, 2010",Afghanistan,Crossfire,Killed,Journalist,,2010
Jamshed Davliyatmamatov,Male,Khovar Information Agency,"December, 1992",Tajikistan,Murder,Killed,Journalist,,1992
Ján Kuciak,Male,Aktuality,"February 21, 2018",Slovakia,Murder,Killed,Journalist,,2018
Janullah Hashimzada,Male,Freelancer,"August 24, 2009",Pakistan,Murder,Killed,Journalist,,2009
Jarosław Ziętara,Male,Gazeta Poznańska,"Disappeared September 1, 1992",Poland,Murder,Killed,Journalist,,1992
Jaruek Rangcharoen,Male,Matichon,"September 27, 2008",Thailand,Murder,Killed,Journalist,,2008
Jassim al-Batat,Male,Al-Nakhil TV and Radio,"April 25, 2008",Iraq,Murder,Killed,Journalist,,2008
Javed Ahmed Mir,Male,Channel 9,"August 13, 2008",India,Dangerous Assignment,Killed,Journalist,,2008
Javed Khan,Male,Markaz and DM Digital TV,"July 3, 2007",Pakistan,Dangerous Assignment,Killed,Journalist,,2007
Javed Naseer Rind,Male,Daily Tawar,November 2011,Pakistan,Murder,Killed,Journalist,,
Javier Enrique Rodríguez Valladares,Male,Canal 10,"August 29, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,,2018
Javier Valdez Cárdenas,Male,"Ríodoce,La Jornada","May 15, 2017",Mexico,Murder,Killed,Journalist,,2017
Jean Cabut (Cabu),Male,Charlie Hebdo,"January 7, 2015",France,Murder,Killed,Journalist,,2015
Jean Hélène,Male,Radio France Internationale,"October 21, 2003",Ivory Coast,Murder,Killed,Journalist,,2003
Jean Léopold Dominique,Male,Radio Haïti Inter,"April 3, 2000",Haiti,Murder,Killed,Journalist,,2000
Jean Saint-Clair Maka Gbossokotto,Male,Anti Infox RCA,"February 23, 2022",Central African Republic,Motive Unconfirmed,Killed,Journalist,,2022
Jean-Claude Jumel,Male,TF-1,"June 18, 1993",Somalia,Crossfire,Killed,Journalist,,1993
Jean-Jacques Ola Bebe,Male,Unknown,"February 2-3, 2023",Cameroon,Murder,Killed,Journalist,,2023
Jean-Léonard Rugambage,Male,Umuvugizi,"June 26, 2010",Rwanda,Murder,Killed,Journalist,,2010
Jean-Rémy Badio,Male,Freelancer,"January 19, 2007",Haiti,Murder,Killed,Journalist,,2007
Jeff German,Male,Las Vegas Review-Journal,"September 2, 2022",USA,Murder,Killed,Journalist,,2022
Jefferson Pureza Lopes,Male,Beira Rio FM,"January 17, 2018",Brazil,Murder,Killed,Journalist,,2018
"Jenner ""J.C."" Cole",Male,SKY-FM,"January 9, 1999",Sierra Leone,Murder,Killed,Journalist,,1999
Jepon Cadagdagon,Male,Saksi News,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Jeremy Little,Male,NBC News,"July 6, 2003",Iraq,Crossfire,Killed,Journalist,,2003
Jerges Mahmood Mohamad Suleiman,Male,Nineveh TV,"May 31, 2005",Iraq,Murder,Killed,Journalist,,2005
Jeroen Oerlemans,Male,Freelancer,"October 2, 2016",Libya,Crossfire,Killed,Journalist,,2016
Jessé Medina Parra,Male,El Fogonazo,"January 28, 1994",Colombia,Murder,Killed,Journalist,,1994
Jesús Abel Bueno León,Male,7 Días,"May 22, 1997",Mexico,Murder,Killed,Journalist,,1997
Jesús Alejandro Márquez Jiménez,Male,Orión Informativo,"November 30, 2018 or December 1, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,,2018
Jesús Alfonso Piñuelas,Male,"Zarathustra Press,El Shock de la Noticia","November 2, 2020",Mexico,Motive Unconfirmed,Killed,Journalist,,2020
Jesús Eugenio Ramos Rodríguez,Male,Radio Oye 99.9 FM,"February 9, 2019",Mexico,Motive Unconfirmed,Killed,Journalist,,2019
Jesus Malabanan,Male,"Manila Standard,Manila Times,Bandera","December 8, 2021",Philippines,Murder,Killed,Journalist,,2021
Jhoy Duhay,Male,Gold Star Daily,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Jihad Jamal,Male,Freelancer,"November 2, 2016",Syria,Motive Unconfirmed,Killed,Journalist,,2016
Jimmy Higenyi,Male,United Media Consultants and Trainers,"January 12, 2002",Uganda,Dangerous Assignment,Killed,Journalist,,2002
Joao Alberto Ferreira Souto,Male,Jornal do Estado,"February 19, 1994",Brazil,Murder,Killed,Journalist,,1994
João Miranda do Carmo,Male,SAD Sem Censura,"July 24, 2016",Brazil,Murder,Killed,Journalist,,2016
Joaquin Briones,Male,Remate,"March 13, 2017",Philippines,Murder,Killed,Journalist,,2017
Joas Dignos,Male,DXGT Radio,"November 29, 2013",Philippines,Murder,Killed,Journalist,,2013
Jobert Bercasio,Male,Balangibog,"September 14, 2020",Philippines,Murder,Killed,Journalist,,2020
Jochen Piest,Male,Stern,"January 10, 1995",Russia,Crossfire,Killed,Journalist,,1995
Joël Mumbere Musavuli,Male,Radio Télévision Communautaire de Babombi,"August 13, 2021",Democratic Republic of the Congo,Murder,Killed,Journalist,,2021
Joel Parcon,Male,Prontiera News,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Joey Llana,Male,Home Radio Legazpi,"July 20, 2018",Philippines,Murder,Killed,Journalist,,2018
John Caniban,Male,Periodico Ini,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
John Kituyi,Male,Mirror Weekly,"April 30, 2015",Kenya,Murder,Killed,Journalist,,2015
John McNamara,Male,Capital Gazette,"June 28, 2018",USA,Murder,Killed,Journalist,,2018
John Schofield,Male,BBC,"August 9, 1995",Croatia,Crossfire,Killed,Journalist,,1995
John Wesley Amady,Male,Radio Écoute FM,"January 6, 2022",Haiti,Murder,Killed,Journalist,,2022
John Williams Ntwali,Male,"The Chronicles,Pax TV-Ireme News","January 18, 2023",Rwanda,Motive Unconfirmed,Killed,Journalist,,2023
Jojo Trajano,Male,Remate,"June 3, 2009",Philippines,Dangerous Assignment,Killed,Journalist,,2009
Jolito Evardo,Male,UNTV,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Jomaa Al-Ahmad (Abu al-Nour al-Halabi),Male,Shahba Press Agency,"October 27, 2015",Syria,Crossfire,Killed,Journalist,,2015
Jordi Pujol,Male,Avui,"May 17, 1992",Bosnia,Crossfire,Killed,Journalist,,1992
Jorge Aguirre,Male,Cadena Capriles (El Mundo),"April 5, 2006",Venezuela,Murder,Killed,Journalist,,2006
Jorge Celestino Ruiz Vázquez,Male,El Gráfico,"August 2, 2019",Mexico,Murder,Killed,Journalist,,2019
Jorge Enrique Urbano Sánchez,Male,Mar Estéreo,"July 8, 2001",Colombia,Murder,Killed,Journalist,,2001
Jorge Ibraín Tortoza Cruz,Male,2001,"April 11, 2002",Venezuela,Dangerous Assignment,Killed,Journalist,,2002
Jorge Luis Marroquín Sagastume,Male,Sol Chortí,"June 5, 1997",Guatemala,Murder,Killed,Journalist,,1997
Jorge Martín Dorantes,Male,El Crucero,"June 6, 1994",Mexico,Murder,Killed,Journalist,,1994
Jorge Miguel Armenta Ávalos,Male,"Última Palabra,Medios Obson","May 16, 2020",Mexico,Murder,Killed,Journalist,,2020
Jorge Mynor Alegría Armendáriz,Male,Radio Amatique,"September 5, 2001",Guatemala,Murder,Killed,Journalist,,2001
Jorge Posas,Male,Canal 45TV,"July 1, 2020",Honduras,Motive Unconfirmed,Killed,Journalist,,2020
José Abelardo Liz,Male,Nación Nasa,"August 13, 2020",Colombia,Dangerous Assignment,Killed,Journalist,,2020
José Agustín Silvestre de los Santos,Male,"La Voz de la Verdad, Caña TV","August 2, 2011",Dominican Republic,Murder,Killed,Journalist,,2011
José Arita,Male,Puerto Visión,"November 25, 2019",Honduras,Motive Unconfirmed,Killed,Journalist,,2019
José Armando Rodríguez Carreón,Male,El Diario de Ciudad Juárez,"November 13, 2008",Mexico,Murder,Killed,Journalist,,2008
José Cândido de Amorim Filho,Male,Rádio Alternativa,"July 1, 2005",Brazil,Murder,Killed,Journalist,,2005
José Carlos Araújo,Male,Rádio Timbaúba FM,"April 24, 2004",Brazil,Murder,Killed,Journalist,,2004
José Carlos Mesquita,Male,TV Ouro Verde,"March 10, 1998",Brazil,Murder,Killed,Journalist,,1998
José Carmelo Bislick Acosta,Male,Omega 94.1 FM,"August 17-18, 2020",Venezuela,Motive Unconfirmed,Killed,Journalist,,2020
José Couso,Male,Telecinco,"April 8, 2003",Iraq,Crossfire,Killed,Journalist,,2003
José Duviel Vásquez Arias,Male,La Voz de la Selva,"July 6, 2001",Colombia,Murder,Killed,Journalist,,2001
José Emeterio Rivas,Male,Radio Calor Estéreo,"April 6, 2003",Colombia,Murder,Killed,Journalist,,2003
José Everardo Aguilar,Male,Radio Súper and Bolívar Estéreo,"April 29, 2009",Colombia,Murder,Killed,Journalist,,2009
José Guadalupe Chan Dzib,Male,Semanario Playa News,"June 29, 2018",Mexico,Motive Unconfirmed,Killed,Journalist,,2018
José Luis Cabezas,Male,Noticias,"January 25, 1997",Argentina,Murder,Killed,Journalist,,1997
José Luis Gamboa Arenas,Male,"Inforegiom,La Noticia","January 10, 2022",Mexico,Motive Unconfirmed,Killed,Journalist,,2022
José Luis López de la Calle,Male,El Mundo,"May 7, 2000",Spain,Murder,Killed,Journalist,,2000
José Luis Ortega Mata,Male,Semanario de Ojinaga,"February 19, 2001",Mexico,Murder,Killed,Journalist,,2001
Jose Manuel,Male,Benguela Province Radio,"May 1, 1993",Angola,Murder,Killed,Journalist,,1993
Jose Maria dos Santos,Male,Radio Morena,"May 1, 1993",Angola,Murder,Killed,Journalist,,1993
José Moisés Sánchez Cerezo,Male,La Unión,"January 2, 2015",Mexico,Murder,Killed,Journalist,,2015
José Roberto Ornelas de Lemos,Male,Jornal Hora H,"June 11, 2013",Brazil,Murder,Killed,Journalist,,2013
Joselito Agustin,Male,DZJC,"June 15, 2010",Philippines,Murder,Killed,Journalist,,2010
Joseph Hernández Ochoa,Male,TV Channel 51,"March 1, 2010",Honduras,Murder,Killed,Journalist,,2010
"Juan ""Jun"" Pala",Male,DXGO Radio,"September 6, 2003",Philippines,Murder,Killed,Journalist,,2003
Juan Arjón López,Male,A Qué Le Temes,"August 2 to 16, 2022",Mexico,Motive Unconfirmed,Killed,Journalist,,2022
Juan Camilo Restrepo Guerra,Male,Radio Galaxia Estéreo,"October 31, 2000",Colombia,Murder,Killed,Journalist,,2000
Juan Carlos Benavides Arévalo,Male,Manantial Estéreo,"August 22, 2003",Colombia,Crossfire,Killed,Journalist,,2003
Juan Carlos Encinas,Male,Freelancer,"July 29, 2001",Bolivia,Dangerous Assignment,Killed,Journalist,,2001
Juan Carlos Muñiz,Male,Testigo Minero,"March 4, 2022",Mexico,Motive Unconfirmed,Killed,Journalist,,2022
Juan Carlos Vásquez,Male,Ultima Hora,"July 2, 1995",Dominican Republic,Murder,Killed,Journalist,,1995
Juan Emilio Andújar Matos,Male,Radio Azua and Listín Diario,"September 14, 2004",Dominican Republic,Murder,Killed,Journalist,,2004
Juan Javier Ortega Reyes,Male,El Comercio,April 10-April 12 2018,Colombia,Murder,Killed,Journalist,,
Juan Jumalon,Male,94.7 Gold Mega Calamba FM,"November 5, 2023",Philippines,Motive Unconfirmed,Killed,Journalist,,2023
Julio Anguita Parrado,Male,El Mundo,"April 7, 2003",Iraq,Crossfire,Killed,Journalist,,2003
Julio Augusto García Romero,Male,La Bocina and Punto de Vista,"April 19, 2005",Ecuador,Dangerous Assignment,Killed,Journalist,,2005
Julio César Da Rosa,Male,Radio del Centro,"February 24, 2000",Uruguay,Murder,Killed,Journalist,,2000
Julio Fuentes,Male,El Mundo,"November 19, 2001",Afghanistan,Murder,Killed,Journalist,,2001
Julio Hernando Palacios Sánchez,Male,Radio Lemas,"January 11, 2005",Colombia,Murder,Killed,Journalist,,2005
Julio Valdivia,Male,El Mundo,"September 9, 2020",Mexico,Murder,Killed,Journalist,,2020
Jyotirmoy Dey,Male,Midday,"June 11, 2011",India,Murder,Killed,Journalist,,2011
Kamal Hossain,Male,Ajker Kagoj,"August 22, 2004",Bangladesh,Murder,Killed,Journalist,,2004
Kamal Manahi Anbar,Male,Freelancer,"March 26, 2006",Iraq,Crossfire,Killed,Journalist,,2006
Kamel abu al-Walid,Male,Jarabulus Media Office,"March 19, 2018",Syria,Crossfire,Killed,Journalist,,2018
Karam Hussein,Male,European Pressphoto Agency,"October 14, 2004",Iraq,Murder,Killed,Journalist,,2004
Karam Kabishou,Male,Sama TV,"December 29, 2017",Syria,Crossfire,Killed,Journalist,,2017
Karim Fakhrawi,Male,Al-Wasat,"April 11 or 12, 2011",Bahrain,Murder,Killed,Journalist,,2011
Karun Misra,Male,Jansandesh Times,"February 13, 2016",India,Murder,Killed,Journalist,,2016
Kaset Puengpak,Male,Thai Rath,"May 2, 2001",Thailand,Murder,Killed,Journalist,,2001
Katha Satyanarayana,Male,Andhra Jyothy,"October 15, 2019",India,Motive Unconfirmed,Killed,Journalist,,2019
Kaveh Golestan,Male,Freelancer,"April 2, 2003",Iraq,Crossfire,Killed,Journalist,,2003
Kawa Garmyane,Male,"Rayel, Awene","December 5, 2013",Iraq,Murder,Killed,Journalist,,2013
Kazbek Gekkiyev,Male,VGTRK,"December 5, 2012",Russia,Murder,Killed,Journalist,,2012
Kemal Kilic,Male,Ozgur Gundem,"February 25, 1993",Turkey,Murder,Killed,Journalist,,1993
Ken Oosterbroek,Male,The Star,"April 18, 1994",South Africa,Crossfire,Killed,Journalist,,1994
Kenji Goto,Male,Freelancer,January 2015,Syria,Murder,Killed,Journalist,,
Kenji Nagai,Male,APF News,"September 27, 2007",Myanmar,Murder,Killed,Journalist,,2007
Kerem Lawton,Male,Associated Press Television News,"March 29, 2001",Yugoslavia,Crossfire,Killed,Journalist,,2001
Khaled Abdel Thamer,Male,Al-Iraqiya,"March 10, 2014",Iraq,Dangerous Assignment,Killed,Journalist,,2014
Khaled al-Attar,Male,Al-Iraqiya,"July 1, 2005",Iraq,Murder,Killed,Journalist,,2005
Khaled al-Khateb,Male,RT,"July 30, 2017",Syria,Crossfire,Killed,Journalist,,2017
Khaled al-Washli,Male,Al-Masirah TV,"January 4, 2015",Yemen,Dangerous Assignment,Killed,Journalist,,2015
Khaled al-Zintani,Male,Freelancer,"June 24, 2016",Libya,Crossfire,Killed,Journalist,,2016
Khaled Eissa,Male,Freelancer,"June 24, 2016",Syria,Murder,Killed,Journalist,,2016
Khaled Fayyad Obaid al-Hamdani,Male,Nahrain,"April 12, 2007",Iraq,Crossfire,Killed,Journalist,,2007
Khaled Mahmoud al-Falahi,Male,Wasan Productions and Al-Arabiya,"February 23, 2006",Iraq,Murder,Killed,Journalist,,2006
Khaled Reyadh Hamad,Male,Continue Production Films,"July 20, 2014",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2014
Khalid Ali Hamada,Male,Al-Ahad TV,"June 15, 2014",Iraq,Crossfire,Killed,Journalist,,2014
Khalid W. Hassan,Male,The New York Times,"July 13, 2007",Iraq,Murder,Killed,Journalist,,2007
Khem Sambo,Male,Moneaseka Khmer,"July 11, 2008",Cambodia,Murder,Killed,Journalist,,2008
Khushvaht Muborakshoev,Male,Tajikistan State Television,"December, 1992",Tajikistan,Murder,Killed,Journalist,,1992
Khushvakht Haydarsho,Male,Jumhuriyat,"May 18, 1994",Tajikistan,Murder,Killed,Journalist,,1994
Kirill Radchenko,Male,The Investigations Management Centre (TsUR),"July 30, 2018",Central African Republic,Murder,Killed,Journalist,,2018
Kjasif Smajlovic,Male,Oslobodjenje,"April 9, 1992",Bosnia,Murder,Killed,Journalist,,1992
Kladoumbaye Maxime,Male,Agence Tchadienne de Presse,"January 18, 1992",Chad,Motive Unconfirmed,Killed,Journalist,,1992
